ear,yaw,pitch,roll,gaze,label
0.2610633756798457,-0.5367889492618537,4.566699691931363,-0.016665521611351,0.4806835308759971,focused
0.2564190131037451,-1.7349274548529343,6.02283904068834,-0.0140782277867931,0.5090777137070748,focused
0.2575610488286844,-1.4536603961380845,5.111579758401365,0.0255606997096401,0.4357527746546604,focused
0.2166829599939734,-2.352387107022972,-0.639998734466289,-0.017987695777901,0.433127898398244,focused
0.2024833878301275,-2.246366840790319,-2.74527694290764,0.0723233585824325,0.4559026954774884,focused
0.1852795702917142,-2.6755166267205506,-2.793640938641519,0.2786552008957333,0.4585126153069644,focused
0.2038356777677255,-2.3510804356577464,-3.239282981684054,0.1427831646556708,0.4582390218784696,focused
0.1825320097778412,-2.508385268777294,-3.975231604692503,0.0662455642715266,0.4659399969190039,focused
0.1865998083384765,-2.1927907999230016,-4.184078845564487,0.0643385874004472,0.4614964003783632,focused
0.2182276982156729,-1.867714577256434,-2.138590924244657,-0.0845448239910703,0.4335294858644208,focused
0.198688094981902,-1.9313523382907856,-2.4761427109591105,0.0532795143791157,0.4331985944803532,focused
0.207760977890361,-2.2229152556560394,-1.6401408249954508,-0.0092258765992287,0.4443329563047148,focused
0.2094181624811793,-1.8086176285631617,-0.6619506297867022,-0.0171956031905012,0.4410859204279696,focused
0.2040773831470624,-1.8073182875189389,-1.4111318365594483,-0.050897307579127,0.4395304710487368,focused
0.2507095918234811,-1.5275044908958604,-1.3380849938325363,-0.0796034813163573,0.4458386805456533,focused
0.2576811919183405,-1.4986471088438538,-1.3974060442108007,-0.0995537970743662,0.440393775139162,focused
0.2217494142340664,-1.527162230562842,-1.302891285195257,-0.0,0.4454764073533876,focused
0.1739928348635324,-2.0455428106859594,-0.6741735746732014,0.1038230486808138,0.4463225954724786,focused
0.2037121164384501,-0.757943724103977,-3.688988975018149,-0.082749108948859,0.4400971240250327,focused
0.1881579094824682,-2.961220625373092,-2.0111353422814457,-0.0935708557744375,0.4420490959406193,focused
0.1797291866437572,-1.9908729802174656,-0.7004464485012598,-0.0432448075252416,0.4434476284645607,focused
0.169110389308975,-1.8759222386072671,-1.5062243074761503,-0.0056339745988412,0.4657693239771198,focused
0.2203346525648032,-1.1705766206185326,-0.8374199698579423,0.0271886359112222,0.4353169123957913,focused
0.2222733341830298,-1.4017834982989774,4.3542114279778135,-0.0120420225412353,0.667746682768725,focused
0.2242222139439554,-2.318092483486025,6.835738235016743,0.0108928134407627,0.7224860652346237,focused
0.2693002849682996,-3.2406334575187623,8.942139932387349,0.063156752342748,0.4797612159126243,focused
0.2656165506484638,-3.5789556295980223,7.879203675423996,0.0332132126438261,0.4754921290715755,focused
0.3241878292591343,0.2061195776942343,1.275557565151301,-0.0507430194452858,0.4866396536262901,focused
0.2930724301441582,0.3484523878182976,0.7190357290241488,-0.033278567875853,0.4796504854368932,focused
0.2671761985025735,1.5121614327744275,8.150452472943325,0.0457530788927517,0.476969020291441,focused
0.2918552316836625,0.681147379244199,0.993970058186719,-0.0424466445912846,0.4610679278635091,focused
0.2927903292715816,0.2535579194383826,0.2492131736477703,-0.0332530093867062,0.5693388852049422,focused
0.2878960619159006,0.1559504503400139,-0.3649334551443304,-0.0476703045533904,0.40237779121061,focused
0.295984794053715,0.1000266629352791,-0.2947249222615967,-0.0369521124712624,0.3966307553588556,focused
0.2436397231531137,0.0511675770517965,-0.30897939684604,-0.0331705202923476,0.4100341590712219,focused
0.2986528157686173,0.2139221872153201,1.208174707970774,-0.0409744750444754,0.4851448261416722,focused
0.3188752904477483,0.4369005848739499,0.973532119560132,-0.0384407087783749,0.4821184475653345,focused
0.3070071236298062,0.3701584298600593,0.8608858455991392,-0.0358491248022156,0.4799610237030271,focused
0.1037180936697411,-0.1931104452384896,4.1336553078352445,0.0137420537527057,0.4857649348631929,focused
0.1319173825172666,-0.7244906969182352,4.744880485513873,0.0021071438012253,0.4138658786930611,focused
0.1527539494165737,-1.0207215630673538,5.195291181368001,0.0046206116150919,0.3840142808926903,focused
0.2124970700006764,-1.669240539658944,1.1190283555703835,0.0150040073106149,0.5800829996465775,focused
0.2139028664572335,-2.226529463488251,-0.2073410546603957,-0.0028996144091224,0.4482420898772583,focused
0.2288395800163022,1.1598529720905082,3.0591887810445764,-0.0079557778406752,0.4518079918075727,focused
0.0939592144979605,1.1487399720194666,2.9987855725343167,0.0214755420040717,0.4678723276305432,focused
0.114223099668295,-0.4548493734418707,1.6491852804514469,0.0116715322961826,0.5627837672151453,focused
0.2073978464710484,2.4179307766131664,1.4360067662810792,0.001655176245499,0.5217882691989555,focused
0.1910915208123285,0.2684784964923047,1.3833424069084377,-0.0383102381919266,0.1504750696305387,focused
0.179904563004712,0.4826420297572011,1.9168967775237409,-0.0030889148232309,0.4207271143802161,focused
0.2032260031387128,-1.586388527267287,2.973494021289692,-0.0046916240775038,0.3990064569821773,focused
0.06632690707493,0.1737864392003618,2.4875789469430263,0.0250737491016682,0.4606686137081962,focused
0.2314035993912414,-0.050897307579127,2.838234067199908,-0.0056923593146848,0.3496341045682434,focused
0.4147499402583232,-11.531004667496152,3.289604132825049,-0.2160704111194187,0.4697365896998394,focused
0.1532771891982037,-0.1853529836393017,-0.820203107987706,0.0168375246147298,0.4691238458841404,focused
0.3019083322395561,1.476918164568515,-4.051768996571496,-0.0162464488213512,0.4827640080044671,focused
0.0845322906219218,-0.8486165751844247,2.935428632091716,-0.0114426565029324,0.5239435638950339,focused
0.1794507340503755,0.400903674215568,2.298883717699603,0.0040543372358483,0.5350965070460162,focused
0.2094963092632101,-0.6734275513910715,3.233189984802335,-0.0237144571262691,0.3969542776563363,focused
0.2160096281010622,-0.4193799626798816,2.5809846360246955,-0.0303087287513916,0.3923109912153282,focused
0.082406186778185,-1.3658430634990395,0.7622205438906735,-0.0265309332898647,0.4683703436550054,focused
0.2288765961693197,-2.143574194898114,1.1461669697342485,-0.0432972043225603,0.422063353793878,focused
0.1206149308339481,-2.187803759014859,2.093229131537913,-0.0371331826045285,0.4601745659709302,focused
0.2362706884477501,-3.1272827144529045,1.990914713085496,-0.0508889545530911,0.4147100357276023,focused
0.229249047211462,-2.9338452312762637,2.2095325609931216,-0.0401064584571202,0.4064303788349497,focused
0.24279926381324,-2.8863114481633585,2.390593118953064,-0.0532564592499035,0.4168254746523302,focused
0.2392084938130337,-3.2822627368500177,1.9143796531015256,-0.0425444582939438,0.3822349379236804,focused
0.2060665804962425,-2.3242723262967444,2.4104773950556284,-0.0215282643632927,0.4365253121890148,focused
0.2215985836941405,-0.5330150499615267,2.486002959411862,-0.0115699150713548,0.3877055810191426,focused
0.2829221280983058,-0.4136869747445432,5.794981032495339,0.0829509321720135,0.4870144546070934,focused
0.2183224755295713,-0.748042932233483,2.262684380837104,-0.0225128308899162,0.4234453646614506,focused
0.2127005776482757,-1.1314994445097968,2.435424256899793,-0.0134993034439314,0.4119150768732447,focused
0.225105685468521,-1.1182417416698114,2.736111627403724,-0.0038634365967628,0.3881619734394884,focused
0.2432165268477264,-1.2569999349294187,2.450008592216037,-0.0075161569081989,0.3842640966315134,focused
0.2567142423763878,-1.5853064345409331,2.5672002168600763,-0.0123518357869396,0.3783157261257264,focused
0.2017117471080619,-1.7519565718424577,2.319463803943761,-0.0147819953831027,0.426318223521777,focused
0.2457585926737336,-1.5503103969546643,2.5297056088451844,-0.006570574531313,0.403996168926076,focused
0.321478080746245,0.9728848088837936,0.8829881028618567,0.0091796827682936,0.3102181769754637,focused
0.3041108372083825,1.315967918248997,1.5189583377635891,-0.0066278355225465,0.3238689701593,focused
0.2464951704270212,1.3271590742199886,1.7198032108906232,-0.0054290337679201,0.6246045868793431,focused
0.2340844045216514,-0.6292869627490632,10.21090021291734,0.0782376852743697,0.4860500953227787,focused
0.2416750765303792,0.0635578462963781,1.2304289519338707,0.001267271612591,0.4129080073663815,focused
0.3137275243856576,0.5261124891360017,1.263346347148192,-0.0169298470334641,0.4444077427948396,focused
0.3377073462384435,0.5557983624539842,1.7276249897028575,-0.0114095851722011,0.4370315793400608,focused
0.2647324735160042,-4.072011407474389,4.074075375209923,-0.0143342467634277,0.4765741848179793,focused
0.2388327980381001,-0.9963055938217396,2.4341387195225743,0.0137317381848168,0.4569889882542061,focused
0.2025434742960067,0.7844926700478375,1.1315705342875595,0.0416445265164038,0.3729400324149108,focused
0.1344005620247135,0.3854360308123046,3.018963761933757,0.0376711713794323,0.4369063593424852,focused
0.1147092708472475,-0.2818338458595344,5.243320012547783,0.0725776219382373,0.4058372736044948,focused
0.1450379227748008,0.3443724110887667,3.973518352211836,0.064646928659959,0.4299336745232139,focused
0.2752893069555887,3.9821914710631994,5.467504487774837,0.0197906425481524,0.4384581868202106,focused
0.2211053878369852,-0.4359398094735669,8.624398476313168,0.1036523008265685,0.5897668713940456,focused
0.2605882155387306,0.3668754859081869,3.557444255347491,0.0137626616929301,0.4143067438311549,focused
0.2478116468341535,0.8304027295731209,3.993880538332961,0.0355886120239461,0.3640813939764595,focused
0.2521176519126218,0.8286763990844495,3.27271551681373,0.0168739543519151,0.3777388721894457,focused
0.2185844212186656,0.6344194646667164,2.3524597533335863,0.0188418539802433,0.4539107819550661,focused
0.2757052154439227,-0.2597492227659389,3.51897542782877,0.0031644495669341,0.3794367115917161,focused
0.2394110469855282,-0.6488566060031371,3.701680224093753,0.0357528109866625,0.3897128798824988,focused
0.1776091674088412,-2.4497501578796577,1.3393040241197764,0.0154934301468136,0.4747690502898743,focused
0.2330483326914901,-0.1193485413148762,1.7867888165435757,-0.0009719529582174,0.710461510537173,focused
0.2393515391709025,-0.6044458152343878,3.2496405533693427,-0.0392577563157224,0.5503634875352547,focused
0.2540815663642918,-0.9798398006365352,4.145148366136645,-0.0248219355220069,0.482867879564574,focused
0.2605878661237379,-0.8782894136276398,6.082286868098623,0.0240977698619939,0.46595627979624,focused
0.2431476623640261,-0.5261263151470349,2.3726433043393,-0.049481856865267,0.6293811451706188,focused
0.2211404538218375,-0.4981070680441747,2.901709131288252,-0.0549045893945635,0.6080042182968627,focused
0.2316277951467386,-0.2827350846305264,5.786935116898294,-0.0176162284174702,0.4553376815171507,focused
0.1899710868876372,-0.3876541496883884,1.4466516618749024,-0.0341015620276866,0.5080202307904191,focused
0.347252972793208,-5.744833037036363,5.0984604453000175,-0.0986156327236985,0.2597441601288474,focused
0.250864508648733,-0.8653828890604682,3.211724982169026,-0.0490417451835942,0.4921001003951331,focused
